,name,show,description,homepage,resource,category,projectrank,pypi_id,github_id,conda_id,dockerhub_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,updated_github_id,license,npm_id,npm_url,npm_monthly_downloads,trending,go_id,cran_id,pypi,gem_id,hex_id,bitbucket_id
47,BeakerX,True,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,22,beakerx,twosigma/beakerx,conda-forge/beakerx,beakerx/beakerx,https://github.com/twosigma/beakerx,2013-12-03 14:16:36.000,2021-11-18 19:15:17.218000,2021-01-21 14:02:57,370.0,345.0,4174.0,2629.0,1689.0,2018-12-04 18:27:21,1.3.0,31.0,19799.0,39.0,,,43.0,https://pypi.org/project/beakerx,7567.0,https://anaconda.org/conda-forge/beakerx,2021-11-18 19:15:17.218,488283.0,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,22.0,244673.0,2.0,,Apache-2.0,beakerx,https://www.npmjs.com/package/beakerx,524.0,,,,,,,
48,nbviewer,True,nbconvert as a web service: Render Jupyter Notebooks as static web..,https://github.com/jupyter/nbviewer,,notebook-sharing,22,,jupyter/nbviewer,,jupyter/nbviewer,https://github.com/jupyter/nbviewer,2012-08-05 11:42:33.000,2022-02-07 21:31:16.000000,2022-02-01 13:41:44,483.0,158.0,401.0,2004.0,1401.0,,,,24004.0,,7.0,7.0,87.0,,,,,,https://hub.docker.com/r/jupyter/nbviewer,2022-02-01 13:43:58.134185,27.0,2736483.0,2.0,,BSD-3-Clause,,,,,,,,,,
49,IRkernel,True,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,22,,IRkernel/IRkernel,r/r-irkernel,jupyter/r-notebook,https://github.com/IRkernel/IRkernel,2014-02-26 02:57:07.000,2022-02-22 15:54:54.718896,2022-01-04 12:48:23,285.0,56.0,502.0,1498.0,588.0,2022-01-03 22:04:04,1.3,,13263.0,17.0,,,40.0,,,https://anaconda.org/r/r-irkernel,2020-03-10 23:18:20.173,57221.0,https://hub.docker.com/r/jupyter/r-notebook,2022-02-22 15:54:54.718896,42.0,1206424.0,1.0,,MIT,,,,,,IRkernel,,,,
50,repo2docker,True,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,22,jupyter-repo2docker,jupyterhub/repo2docker,,,https://github.com/jupyterhub/repo2docker,2017-05-09 08:36:30.000,2022-02-17 08:41:22.000000,2022-02-14 20:52:59,276.0,141.0,318.0,1315.0,,2022-02-06 14:43:19,2022.02.0,,5179.0,11.0,141.0,141.0,106.0,https://pypi.org/project/jupyter-repo2docker,5179.0,,,,,,,,2.0,,BSD-3-Clause,,,,,,,,,,
51,JupyterLab TOC,True,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,22,,jupyterlab/jupyterlab-toc,,,https://github.com/jupyterlab/jupyterlab-toc,2018-03-12 15:55:19.000,2022-02-11 19:35:52.000000,2021-08-10 23:33:21,101.0,64.0,51.0,719.0,523.0,2018-04-16 17:16:10,0.2.0,,100207.0,1.0,184.0,184.0,14.0,,,,,,,,,,1.0,,BSD-3-Clause,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,100207.0,,,,,,,
52,OAuthenticator,True,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,22,oauthenticator,jupyterhub/oauthenticator,conda-forge/oauthenticator,,https://github.com/jupyterhub/oauthenticator,2014-09-23 21:37:06.000,2022-02-22 14:07:44.000000,2022-01-31 22:56:47,298.0,29.0,186.0,330.0,,,,,38829.0,12.0,251.0,251.0,104.0,https://pypi.org/project/oauthenticator,38244.0,https://anaconda.org/conda-forge/oauthenticator,2021-07-19 15:40:38.273,19907.0,,,,,1.0,,BSD-3-Clause,,,,-2.0,,,,,,
53,Metakernel,True,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,22,metakernel,Calysto/metakernel,conda-forge/metakernel,,https://github.com/Calysto/metakernel,2014-08-24 20:53:45.000,2021-12-02 15:51:29.961000,2021-12-02 13:02:55,74.0,26.0,113.0,270.0,1112.0,2021-12-02 13:04:26,0.28.2,21.0,42318.0,48.0,,,29.0,https://pypi.org/project/metakernel,34603.0,https://anaconda.org/conda-forge/metakernel,2021-12-02 15:51:29.961,539563.0,,,,,1.0,,BSD-3-Clause,,,,,,,,,,
54,sos,True,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,22,,vatlab/SOS,,,https://github.com/vatlab/sos,2016-02-13 00:46:46.000,2022-02-17 06:05:50.000000,2022-02-17 06:05:47,28.0,61.0,1356.0,217.0,7502.0,2019-05-21 01:06:30,0.9.11,,,51.0,1768.0,1768.0,33.0,,,,,,,,,,2.0,,BSD-3-Clause,,,,,,,,,,
55,ipywebrtc,True,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,22,ipywebrtc,maartenbreddels/ipywebrtc,conda-forge/ipywebrtc,,https://github.com/maartenbreddels/ipywebrtc,2017-08-10 18:07:51.000,2022-02-12 02:44:51.000000,2021-03-29 11:25:59,30.0,29.0,20.0,204.0,209.0,,,,36376.0,8.0,434.0,434.0,9.0,https://pypi.org/project/ipywebrtc,31693.0,https://anaconda.org/conda-forge/ipywebrtc,2021-03-29 11:48:21.469,232980.0,,,,,2.0,,MIT,jupyter-webrtc,https://www.npmjs.com/package/jupyter-webrtc,369.0,,,,,,,
56,LDAP Authenticator,True,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,22,jupyterhub-ldapauthenticator,jupyterhub/ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,,https://github.com/jupyterhub/ldapauthenticator,2016-01-17 05:11:49.000,2022-01-27 10:10:12.000000,2021-06-27 18:55:19,148.0,55.0,77.0,171.0,167.0,2018-06-14 12:02:35,1.2.2,,7180.0,3.0,88.0,88.0,30.0,https://pypi.org/project/jupyterhub-ldapauthenticator,6655.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507,23124.0,,,,,1.0,,BSD-3-Clause,,,,,,,,,,
57,Jupyter Themes,True,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,21,jupyterthemes,dunovank/jupyter-themes,,,https://github.com/dunovank/jupyter-themes,2014-12-10 23:22:23.000,2022-02-03 18:32:35.000000,2022-02-03 18:32:34,996.0,186.0,197.0,8978.0,636.0,,,,37969.0,,,,43.0,https://pypi.org/project/jupyterthemes,37969.0,,,,,,,,1.0,,MIT,,,,,,,,,,
58,Contrib NBextensions,True,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,21,jupyter_contrib_nbextensions,ipython-contrib/jupyter_contrib_nbextensions,,,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,2013-07-13 17:05:16.000,2021-12-03 07:25:49.000000,2021-04-06 05:51:36,748.0,313.0,450.0,4772.0,2608.0,2019-01-02 12:23:07,0.5.1,,298767.0,1.0,,,126.0,https://pypi.org/project/jupyter_contrib_nbextensions,298767.0,,,,,,,,1.0,,,,,,5.0,,,,,,
59,qgrid,True,"An interactive grid for sorting, filtering, and editing DataFrames..",https://github.com/quantopian/qgrid,,widgets,21,qgrid,quantopian/qgrid,conda-forge/qgrid,,https://github.com/quantopian/qgrid,2014-09-30 04:33:20.000,2021-06-25 03:13:35.000000,2020-04-07 18:56:49,372.0,147.0,125.0,2810.0,405.0,2020-04-07 16:34:17,1.3.1,,53528.0,21.0,,,30.0,https://pypi.org/project/qgrid,45944.0,https://anaconda.org/conda-forge/qgrid,2021-03-04 10:14:48.336,331736.0,,,,,2.0,,Apache-2.0,qgrid,https://www.npmjs.com/package/qgrid,673.0,,,,,,,
60,IJavascript,True,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,21,,n-riesco/ijavascript,,,https://github.com/n-riesco/ijavascript,2015-02-02 15:46:34.000,2022-01-24 13:30:29.000000,2022-01-24 13:30:28,145.0,48.0,175.0,1768.0,331.0,2021-11-15 23:43:33,5.2.1,,5634.0,33.0,57.0,57.0,15.0,,,,,,,,,,2.0,,,ijavascript,https://www.npmjs.com/package/ijavascript,5634.0,,,,,,,
61,nbgrader,True,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,21,nbgrader,jupyter/nbgrader,conda-forge/nbgrader,,https://github.com/jupyter/nbgrader,2014-09-13 03:27:36.000,2022-02-18 20:37:16.000000,2022-02-18 20:37:16,267.0,201.0,580.0,1066.0,3020.0,2021-05-08 15:44:14,0.6.2,,4552.0,19.0,,,84.0,https://pypi.org/project/nbgrader,2825.0,https://anaconda.org/conda-forge/nbgrader,2021-09-25 00:23:03.383,105400.0,,,,,1.0,,BSD-3-Clause,,,,,,,,,,
62,DataLab,True,Interactive tools and developer experiences for Big Data on..,https://github.com/googledatalab/datalab,,notebook-environments,21,datalab,googledatalab/datalab,,,https://github.com/googledatalab/datalab,2014-08-06 18:37:34.000,2021-08-16 19:04:35.000000,2021-08-16 17:52:48,245.0,224.0,667.0,968.0,2054.0,2021-08-16 19:04:35,1.2.20210816,,39627.0,19.0,,,52.0,https://pypi.org/project/datalab,39627.0,,,,,,,,3.0,,Apache-2.0,,,,-3.0,,,,,,
63,pythreejs,True,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,21,pythreejs,jupyter-widgets/pythreejs,conda-forge/pythreejs,,https://github.com/jupyter-widgets/pythreejs,2013-12-23 17:02:11.000,2021-12-06 21:48:19.000000,2021-12-06 21:48:19,162.0,67.0,144.0,793.0,1667.0,,,,50418.0,15.0,19.0,19.0,29.0,https://pypi.org/project/pythreejs,39479.0,https://anaconda.org/conda-forge/pythreejs,2021-03-02 13:32:39.505,365352.0,,,,,2.0,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,5645.0,,,,,,,
64,JupyterLab Debugger,True,"A visual debugger for Jupyter notebooks, consoles, and..",https://github.com/jupyterlab/debugger,,lab-extensions,21,,jupyterlab/debugger,,,https://github.com/jupyterlab/debugger,2019-07-19 18:19:17.000,2022-01-15 06:45:20.000000,2021-03-31 14:20:34,37.0,17.0,245.0,539.0,1174.0,2020-12-10 14:31:28,0.3.7,,88072.0,28.0,,,11.0,,,,,,,,,,2.0,,BSD-3-Clause,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,88072.0,-2.0,,,,,,
65,KubeSpawner,True,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,21,jupyterhub-kubespawner,jupyterhub/kubespawner,,,https://github.com/jupyterhub/kubespawner,2015-11-21 07:02:52.000,2022-02-24 13:57:07.000000,2022-02-24 10:02:38,232.0,53.0,221.0,395.0,,,,,264443.0,,103.0,103.0,66.0,https://pypi.org/project/jupyterhub-kubespawner,264443.0,,,,,,,,1.0,,BSD-3-Clause,,,,,,,,,,
66,ipyvuetify,True,Jupyter widgets based on vuetify UI components.,https://github.com/widgetti/ipyvuetify,,widgets,21,ipyvuetify,mariobuikhuizen/ipyvuetify,conda-forge/ipyvuetify,,https://github.com/widgetti/ipyvuetify,2019-05-14 17:35:51.000,2022-02-07 15:52:42.724000,2022-02-07 12:02:17,43.0,37.0,119.0,246.0,208.0,2022-02-07 15:18:40,1.8.2,,51845.0,28.0,4.0,4.0,10.0,https://pypi.org/project/ipyvuetify,49611.0,https://anaconda.org/conda-forge/ipyvuetify,2022-02-07 15:52:42.724,69258.0,,,,,2.0,widgetti/ipyvuetify,MIT,,,,,,,,,,
67,nbgitpuller,True,Jupyter server extension to sync a git repository one-way to a..,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,21,nbgitpuller,jupyterhub/nbgitpuller,conda-forge/nbgitpuller,,https://github.com/jupyterhub/nbgitpuller,2017-05-24 19:41:10.000,2022-01-29 23:13:24.000000,2022-01-29 23:13:24,54.0,49.0,74.0,153.0,,,,,8507.0,10.0,434.0,434.0,24.0,https://pypi.org/project/nbgitpuller,7572.0,https://anaconda.org/conda-forge/nbgitpuller,2021-09-03 01:35:54.657,29951.0,,,,,1.0,,BSD-3-Clause,,,,,,,,,,
68,Knowledge Repo,True,A next-generation curated knowledge sharing platform for..,https://github.com/airbnb/knowledge-repo,,notebook-sharing,20,knowledge-repo,airbnb/knowledge-repo,,,https://github.com/airbnb/knowledge-repo,2016-08-17 23:32:50.000,2022-02-20 02:00:18.000000,2021-09-01 00:27:04,637.0,118.0,166.0,5021.0,587.0,2021-01-20 07:24:58,0.9.0,,508.0,30.0,,,60.0,https://pypi.org/project/knowledge-repo,508.0,,,,,,,,3.0,,Apache-2.0,,,,,,,,,,
69,colabcode,True,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhishekkrthakur/colabcode,,others,20,colabcode,abhishekkrthakur/colabcode,,,https://github.com/abhishekkrthakur/colabcode,2020-09-09 10:06:26.000,2021-10-28 17:06:53.000000,2021-06-11 15:16:36,224.0,36.0,31.0,1695.0,44.0,,,,11656.0,,55.0,55.0,8.0,https://pypi.org/project/colabcode,11656.0,,,,,,,,3.0,,MIT,,,,,,,,,,
70,Variable Inspector,True,Variable Inspector extension for Jupyterlab.,https://github.com/lckr/jupyterlab-variableInspector,,lab-extensions,20,,lckr/jupyterlab-variableInspector,,,https://github.com/lckr/jupyterlab-variableInspector,2018-06-13 18:16:02.000,2022-02-19 07:09:34.000000,2021-10-19 16:52:05,77.0,40.0,114.0,889.0,165.0,2021-04-10 11:39:23,3.0.7,,8560.0,6.0,3.0,3.0,17.0,,,,,,,,,,2.0,,BSD-3-Clause,@lckr/jupyterlab_variableinspector,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,8560.0,,,,,,,
71,Apache Toree,True,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,20,toree,apache/incubator-toree,,,https://github.com/apache/incubator-toree,2016-01-07 08:00:06.000,2022-02-18 17:03:22.000000,2022-02-16 21:44:02,214.0,,,692.0,1149.0,,,,9397.0,,,,103.0,https://pypi.org/project/toree,9397.0,,,,,,,,2.0,,Apache-2.0,,,,,,,,,,
72,What-If Tool,True,Source code/webpage/demos for the What-If Tool.,https://github.com/PAIR-code/what-if-tool,,widgets,20,witwidget,PAIR-code/what-if-tool,,,https://github.com/PAIR-code/what-if-tool,2018-09-07 20:26:10.000,2022-02-13 02:37:18.000000,2022-01-05 20:19:46,125.0,53.0,47.0,637.0,328.0,2021-10-12 17:36:36,1.8.1,,11513.0,3.0,,,20.0,https://pypi.org/project/witwidget,7645.0,,,,,,,,2.0,,Apache-2.0,wit-widget,https://www.npmjs.com/package/wit-widget,3868.0,,,,,,,
73,Enterprise Gateway,True,"A lightweight, multi-tenant, scalable and secure gateway..",https://github.com/jupyter-server/enterprise_gateway,,kernels,20,jupyter_enterprise_gateway,jupyter/enterprise_gateway,,,https://github.com/jupyter-server/enterprise_gateway,2017-04-21 16:05:14.000,2022-02-21 23:24:43.000000,2022-02-01 16:15:26,153.0,66.0,434.0,486.0,1123.0,2022-01-27 22:17:10,2.6.0,13820.0,1660.0,29.0,,,88.0,https://pypi.org/project/jupyter_enterprise_gateway,1395.0,,,,,,,,2.0,jupyter-server/enterprise_gateway,,,,,,,,,,,
74,DockerSpawner,True,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,20,dockerspawner,jupyterhub/dockerspawner,conda-forge/dockerspawner,,https://github.com/jupyterhub/dockerspawner,2014-09-26 20:08:26.000,2021-12-17 06:28:54.000000,2021-11-27 18:36:06,266.0,14.0,235.0,411.0,,,,,7074.0,4.0,116.0,116.0,62.0,https://pypi.org/project/dockerspawner,6810.0,https://anaconda.org/conda-forge/dockerspawner,2021-08-17 09:21:01.475,10314.0,,,,,2.0,,BSD-3-Clause,,,,,,,,,,
75,Octave Kernel,True,An Octave kernel for IPython.,https://github.com/Calysto/octave_kernel,,kernels,20,octave_kernel,calysto/octave_kernel,,,https://github.com/Calysto/octave_kernel,2014-07-31 01:59:06.000,2022-02-07 17:21:40.000000,2022-02-07 17:21:35,57.0,25.0,141.0,394.0,395.0,2022-02-07 17:22:59,0.34.1,30.0,20919.0,5.0,,,17.0,https://pypi.org/project/octave_kernel,20919.0,,,,,,,,2.0,,BSD-3-Clause,,,,,,,,,,
76,Appmode,True,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,20,appmode,oschuett/appmode,conda-forge/appmode,,https://github.com/oschuett/appmode,2017-03-17 13:33:53.000,2021-11-16 11:28:50.190000,2021-04-26 19:20:06,65.0,3.0,49.0,387.0,96.0,2020-06-09 08:17:47,0.8.0,,5943.0,8.0,296.0,296.0,8.0,https://pypi.org/project/appmode,3035.0,https://anaconda.org/conda-forge/appmode,2021-11-16 11:28:50.190,148308.0,,,,,2.0,,MIT,,,,,,,,,,
77,Resource Usage,True,Jupyter Notebook Extension for monitoring your own Resource..,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,20,jupyter-resource-usage,jupyter-server/jupyter-resource-usage,conda-forge/nbresuse,,https://github.com/jupyter-server/jupyter-resource-usage,2016-04-22 07:01:34.000,2022-02-19 12:18:45.000000,2021-12-06 09:55:23,65.0,28.0,27.0,298.0,183.0,2021-12-06 09:34:12,0.6.1,12.0,38958.0,5.0,,,20.0,https://pypi.org/project/jupyter-resource-usage,18333.0,https://anaconda.org/conda-forge/nbresuse,2020-11-23 11:22:25.946,474389.0,,,,,2.0,,BSD-2-Clause,,,,,,,,,,
78,jupyter_server,True,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,20,jupyter_server,jupyter-server/jupyter_server,conda-forge/jupyter_server,,https://github.com/jupyter-server/jupyter_server,2016-09-21 19:18:45.000,2022-02-18 14:00:57.000000,2022-02-18 14:00:57,148.0,79.0,161.0,294.0,,2022-02-05 18:34:41,1.13.5,271.0,1544334.0,53.0,,,455.0,https://pypi.org/project/jupyter_server,1515612.0,https://anaconda.org/conda-forge/jupyter_server,2022-02-10 15:04:16.691,1177223.0,,,,,3.0,,,,,,,,,,,,
79,itables,True,Interactive Tables in Jupyter.,https://github.com/mwouts/itables,,widgets,20,itables,mwouts/itables,,,https://github.com/mwouts/itables,2019-04-15 22:09:44.000,2022-02-09 17:37:57.000000,2022-01-24 23:44:14,22.0,8.0,27.0,273.0,,2022-01-24 23:49:14,0.4.5,,4836.0,12.0,98.0,98.0,3.0,https://pypi.org/project/itables,4836.0,,,,,,,,2.0,,MIT,,,,,,,,,,
80,jupyter-server-proxy,True,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,20,jupyter-server-proxy,jupyterhub/jupyter-server-proxy,conda-forge/jupyter-server-proxy,,https://github.com/jupyterhub/jupyter-server-proxy,2016-10-18 22:02:06.000,2022-02-21 14:29:33.000000,2022-02-19 08:11:15,102.0,59.0,92.0,210.0,,2018-12-10 14:39:58,0.8.8,,247852.0,15.0,4.0,4.0,61.0,https://pypi.org/project/jupyter-server-proxy,231259.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2022-01-25 03:13:58.218,597358.0,,,,,2.0,,BSD-3-Clause,,,,,,,,,,
81,Jupyter Sphinx,True,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,20,jupyter_sphinx,jupyter/jupyter-sphinx,,,https://github.com/jupyter/jupyter-sphinx,2016-11-15 18:36:37.000,2022-02-11 17:13:54.000000,2021-12-20 09:52:04,47.0,38.0,78.0,136.0,353.0,2020-09-21 17:37:11,0.3.2,,106719.0,3.0,,,24.0,https://pypi.org/project/jupyter_sphinx,106719.0,,,,,,,,2.0,,BSD-3-Clause,,,,,,,,,,
82,BatchSpawner,True,Custom Spawner for Jupyterhub to start servers in batch scheduled..,https://github.com/jupyterhub/batchspawner,,hub-spawners,20,batchspawner,jupyterhub/batchspawner,,,https://github.com/jupyterhub/batchspawner,2015-10-27 03:53:10.000,2022-01-18 11:19:46.000000,2021-05-05 12:02:36,92.0,45.0,70.0,130.0,327.0,2021-04-07 15:14:35,1.1.0,,1903.0,9.0,11.0,11.0,38.0,https://pypi.org/project/batchspawner,1903.0,,,,,,,,2.0,,BSD-3-Clause,,,,,,,,,,
83,Hydrogen,True,"Run code interactively, inspect data, and plot. All the power of Jupyter..",https://github.com/nteract/hydrogen,,notebook-environments,19,,nteract/hydrogen,,,https://github.com/nteract/hydrogen,2015-05-11 01:16:55.000,2021-12-15 22:55:15.000000,2021-10-16 10:59:33,307.0,155.0,1095.0,3775.0,2359.0,2021-06-02 09:44:54,2.16.3,,,90.0,,,88.0,,,,,,,,,,3.0,,MIT,,,,,,,,,,
84,ML Workspace,True,All-in-one web-based IDE specialized for machine learning and..,https://github.com/ml-tooling/ml-workspace,,notebook-environments,19,,ml-tooling/ml-workspace,,mltooling/ml-workspace,https://github.com/ml-tooling/ml-workspace,2019-05-27 16:55:15.000,2022-02-03 21:26:52.000000,2021-11-22 20:42:15,308.0,7.0,71.0,2452.0,,2021-07-13 22:12:59,0.13.2,,15205.0,4.0,,,10.0,,,,,,https://hub.docker.com/r/mltooling/ml-workspace,2021-07-13 16:32:15.225256,21.0,501775.0,3.0,,Apache-2.0,,,,,,,,,,
85,xeus-cling,True,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,19,,jupyter-xeus/xeus-cling,conda-forge/xeus-cling,,https://github.com/jupyter-xeus/xeus-cling,2017-04-20 15:35:44.000,2022-01-17 13:34:34.000000,2022-01-17 13:34:34,222.0,126.0,113.0,2115.0,472.0,,,,3564.0,15.0,,,20.0,,,https://anaconda.org/conda-forge/xeus-cling,2022-01-03 09:56:29.611,135446.0,,,,,2.0,,BSD-3-Clause,,,,,,,,,,
86,docker-python,True,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,19,,kaggle/docker-python,,kaggle/python,https://github.com/Kaggle/docker-python,2015-04-14 01:45:38.000,2022-02-15 17:27:59.000000,2022-02-08 19:11:04,775.0,15.0,269.0,2048.0,,2022-02-09 16:40:53,e82b3871f9a75cfe5c86cc40a6d2dcd13a2d0ff1b4973eae16e3a653bc0d205f,,2348.0,61.0,,,144.0,,,,,,https://hub.docker.com/r/kaggle/python,2022-02-09 17:02:25.498237,159.0,192585.0,3.0,,Apache-2.0,,,,,,,,,,
87,almond,True,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,19,,almond-sh/almond,,almondsh/almond,https://github.com/almond-sh/almond,2015-03-10 22:48:50.000,2022-02-19 15:31:22.000000,2021-09-01 14:23:22,210.0,98.0,192.0,1423.0,989.0,,,1160.0,192.0,37.0,,,35.0,,,,,,https://hub.docker.com/r/almondsh/almond,2021-08-26 20:33:34.010515,6.0,13758.0,2.0,,BSD-3-Clause,,,,,,,,,,
88,JupyterLab Drawio,True,A standalone embedding of the FOSS drawio / mxgraph package..,https://github.com/QuantStack/jupyterlab-drawio,,lab-renderer,19,,QuantStack/jupyterlab-drawio,,,https://github.com/QuantStack/jupyterlab-drawio,2018-01-31 16:38:30.000,2022-01-22 02:09:55.000000,2021-06-29 12:29:51,58.0,39.0,25.0,517.0,101.0,,,,5372.0,,210.0,210.0,15.0,,,,,,,,,,1.0,,BSD-3-Clause,jupyterlab-drawio,https://www.npmjs.com/package/jupyterlab-drawio,5372.0,,,,,,,
89,JupyterLab Latex,True,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,19,jupyterlab_latex,jupyterlab/jupyterlab-latex,,,https://github.com/jupyterlab/jupyterlab-latex,2017-10-24 02:12:37.000,2022-02-23 17:13:22.000000,2022-02-23 17:12:18,57.0,28.0,54.0,515.0,415.0,2021-09-15 15:34:35,3.1.0,,3018.0,1.0,2.0,2.0,21.0,https://pypi.org/project/jupyterlab_latex,1259.0,,,,,,,,1.0,,BSD-3-Clause,@jupyterlab/latex,https://www.npmjs.com/package/@jupyterlab/latex,1759.0,,,,,,,
90,ipysheet,True,Jupyter handsontable integration.,https://github.com/QuantStack/ipysheet,,widgets,19,ipysheet,QuantStack/ipysheet,conda-forge/ipysheet,,https://github.com/QuantStack/ipysheet,2017-07-10 13:46:31.000,2022-02-19 07:48:16.000000,2021-12-14 18:02:31,59.0,58.0,57.0,473.0,295.0,,,,37053.0,13.0,3.0,3.0,10.0,https://pypi.org/project/ipysheet,31999.0,https://anaconda.org/conda-forge/ipysheet,2021-08-11 12:55:17.098,42078.0,,,,,3.0,,MIT,ipysheet,https://www.npmjs.com/package/ipysheet,3917.0,,,,,,,
91,pivottablejs,True,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook,..",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,19,pivottablejs,nicolaskruchten/jupyter_pivottablejs,,,https://github.com/nicolaskruchten/jupyter_pivottablejs,2015-09-09 13:39:18.000,2018-12-04 14:43:26.000000,2018-12-04 14:43:25,61.0,17.0,40.0,457.0,32.0,2018-01-15 18:11:51,0.9.0,,14167.0,8.0,216.0,216.0,3.0,https://pypi.org/project/pivottablejs,14167.0,,,,,,,,3.0,,,,,,,,,,,,
92,JupyterLab Dash,True,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,19,jupyterlab-dash,plotly/jupyterlab-dash,,,https://github.com/plotly/jupyterlab-dash,2018-11-07 19:47:52.000,2020-05-19 14:20:53.000000,2020-05-19 11:44:34,56.0,20.0,8.0,354.0,41.0,,,,12872.0,2.0,190.0,190.0,7.0,https://pypi.org/project/jupyterlab-dash,1293.0,,,,,,,,1.0,,MIT,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,11579.0,,,,,,,
93,JupyterLab GitHub,True,GitHub integration for JupyterLab.,https://github.com/jupyterlab/jupyterlab-github,,lab-extensions,19,jupyterlab-github,jupyterlab/jupyterlab-github,,,https://github.com/jupyterlab/jupyterlab-github,2017-10-15 17:18:11.000,2022-01-22 07:38:11.000000,2021-12-10 09:26:11,79.0,21.0,36.0,314.0,228.0,2021-11-27 17:02:34,3.0.1,,2612.0,6.0,2.0,2.0,15.0,https://pypi.org/project/jupyterlab-github,1193.0,,,,,,,,2.0,,BSD-3-Clause,@jupyterlab/github,https://www.npmjs.com/package/@jupyterlab/github,1419.0,,,,,,,
94,jupyterlab-classic,True,The next-gen old-school notebook UI.,https://github.com/jupyterlab/retrolab,,notebook-environments,19,jupyterlab-classic,jtpio/jupyterlab-classic,,,https://github.com/jupyterlab/retrolab,2020-12-07 16:37:07.000,2022-02-24 08:50:47.000000,2022-02-07 07:25:02,39.0,46.0,89.0,228.0,,2022-02-04 10:04:41,0.3.19,619.0,259.0,47.0,52.0,52.0,17.0,https://pypi.org/project/jupyterlab-classic,215.0,,,,,,,,3.0,jupyterlab/retrolab,BSD-3-Clause,,,,,,,,,,
