,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,license,updated_github_id,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,go_id,cran_id,pypi,gem_id,hex_id,bitbucket_id
246,jupyterlab-flake8,True,Jupyterlab python linter for notebooks and text files..,https://github.com/mlshapiro/jupyterlab-flake8,,lab-extensions,10,mlshapiro/jupyterlab-flake8,,,https://github.com/mlshapiro/jupyterlab-flake8,2018-04-11 16:16:59.000,2021-09-16 16:01:09.000000,2021-09-16 16:01:07,9.0,5.0,33.0,104.0,,,,,259.0,,,,5.0,,,,,,3.0,BSD-3-Clause,,jupyterlab-flake8,https://www.npmjs.com/package/jupyterlab-flake8,259.0,,,,,,,,,,,,
247,jnotebook-reader,True,An awesome viewer to browse and render Jupyter..,https://github.com/line/jnotebook_reader,,notebook-sharing,10,line/jnotebook_reader,,,https://github.com/line/jnotebook_reader,2020-10-30 02:50:59.000,2021-09-08 19:36:55.000000,2021-02-10 02:29:57,14.0,1.0,1.0,96.0,12.0,2021-02-10 02:34:21,1.0.2,,,3.0,,,5.0,,,,,,3.0,Apache-2.0,,,,,,,,,,,,,,,,
248,jupyterlab-gitplus,True,JupyterLab extension to create GitHub commits & pull..,https://github.com/ReviewNB/jupyterlab-gitplus,,lab-extensions,10,ReviewNB/jupyterlab-gitplus,jupyterlab_gitplus,,https://github.com/ReviewNB/jupyterlab-gitplus,2020-03-05 13:43:58.000,2022-01-22 04:52:18.000000,2021-08-06 07:04:12,8.0,2.0,8.0,90.0,112.0,,,,392.0,,,,2.0,https://pypi.org/project/jupyterlab_gitplus,300.0,,,,3.0,AGPL-3.0,,@reviewnb/jupyterlab_gitplus,https://www.npmjs.com/package/@reviewnb/jupyterlab_gitplus,92.0,,,,,,,,,,,,
249,ipyp5,True,p5.js Jupyter Widget.,https://github.com/jtpio/ipyp5,,widgets,10,jtpio/ipyp5,ipyp5,,https://github.com/jtpio/ipyp5,2018-03-06 17:50:12.000,2022-02-17 16:43:06.000000,2020-10-16 21:38:41,5.0,5.0,,33.0,60.0,,,,72.0,,,,2.0,https://pypi.org/project/ipyp5,72.0,,,,3.0,BSD-3-Clause,,,,,,,,,,,,,,,,
250,YarnSpawner,True,Spawn JupyterHub single user notebook servers in Hadoop/YARN..,https://github.com/jupyterhub/yarnspawner,,hub-spawners,10,jupyterhub/yarnspawner,jupyterhub-yarnspawner,conda-forge/jupyterhub-yarnspawner,https://github.com/jupyterhub/yarnspawner,2018-12-18 19:31:03.000,2021-11-17 00:47:27.479000,2019-07-16 16:58:16,9.0,5.0,4.0,18.0,37.0,,,,848.0,4.0,,,2.0,https://pypi.org/project/jupyterhub-yarnspawner,178.0,https://anaconda.org/conda-forge/jupyterhub-yarnspawner,2021-11-17 00:47:27.479,25461.0,3.0,BSD-3-Clause,,,,,,,,,,,,,,,,
251,Theme Toggle,True,JupyterLab extension to toggle the theme in the Top Bar area.,https://github.com/jtpio/jupyterlab-theme-toggle,,lab-themes,10,jtpio/jupyterlab-theme-toggle,,,https://github.com/jtpio/jupyterlab-theme-toggle,2019-07-27 08:45:07.000,2022-03-24 09:47:33.000000,2021-06-16 11:42:31,3.0,2.0,1.0,11.0,,,,,1862.0,,2.0,2.0,2.0,,,,,,3.0,BSD-3-Clause,,jupyterlab-theme-toggle,https://www.npmjs.com/package/jupyterlab-theme-toggle,1862.0,,,,,,,,,,,,
252,remote_ikernel,True,"All your Jupyter kernels, on all your machines, in one place.",https://github.com/tdaff/remote_ikernel,,kernels,10,tdaff/remote_ikernel,remote_ikernel,,https://github.com/tdaff/remote_ikernel,2017-07-11 14:29:42.000,2020-11-08 22:41:49.000000,2020-11-08 22:02:16,9.0,8.0,18.0,8.0,78.0,,,,494.0,,,,7.0,https://pypi.org/project/remote_ikernel,494.0,,,,3.0,BSD-2-Clause,,,,,,,,,,,,,,,,tdaff/remote_ikernel
253,JupyterLab Top Bar,True,JupyterLab Top Bar extension.,https://github.com/jtpio/jupyterlab-topbar,,lab-extensions,10,jtpio/jupyterlab-topbar,,,https://github.com/jtpio/jupyterlab-topbar,2021-05-31 16:53:55.000,2021-12-10 13:46:30.000000,2021-12-07 08:56:36,1.0,,,3.0,,,,,10286.0,,,,4.0,,,,,,3.0,BSD-3-Clause,,jupyterlab-topbar-extension,https://www.npmjs.com/package/jupyterlab-topbar-extension,10286.0,,,,,,,,,,,,
254,easyexplore,True,Toolbox for easy and effective data exploration in Python.,https://github.com/GianniBalistreri/easyexplore,,widgets,10,GianniBalistreri/easyexplore,easyexplore,,https://github.com/GianniBalistreri/easyexplore,2020-05-04 17:26:04.000,2021-10-27 19:00:44.000000,2021-06-04 09:05:11,2.0,,1.0,3.0,220.0,,,,2667.0,,1.0,1.0,3.0,https://pypi.org/project/easyexplore,2667.0,,,,3.0,GPL-3.0,,,,,,,,,,,,,,,,
255,Vision UI,True,UI visual interface for fastai - now compatible with Google..,https://github.com/asvcode/Vision_UI,,widgets,9,asvcode/Vision_UI,,,https://github.com/asvcode/Vision_UI,2019-05-23 04:53:03.000,2020-07-05 04:00:59.000000,2020-07-05 04:00:59,32.0,1.0,2.0,248.0,112.0,,,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,
256,ipyannotate,True,Jupyter Widget for data annotation.,https://github.com/ipyannotate/ipyannotate,,widgets,9,ipyannotate/ipyannotate,ipyannotate,,https://github.com/ipyannotate/ipyannotate,2018-07-23 19:23:28.000,2021-06-15 16:10:40.000000,2020-09-20 09:38:39,10.0,4.0,,120.0,27.0,,,,198.0,,,,3.0,https://pypi.org/project/ipyannotate,193.0,,,,3.0,,,ipyannotate,https://www.npmjs.com/package/ipyannotate,5.0,,,,,,,,,,,,
257,JupyterLab Bytecode,True,JupyterLab extension to explore CPython Bytecode.,https://github.com/jtpio/jupyterlab-python-bytecode,,lab-extensions,9,jtpio/jupyterlab-python-bytecode,,,https://github.com/jtpio/jupyterlab-python-bytecode,2018-09-29 19:55:49.000,2022-02-11 12:16:47.000000,2020-10-16 21:38:08,6.0,2.0,3.0,58.0,114.0,,,,16.0,,,,2.0,,,,,,3.0,BSD-3-Clause,,jupyterlab-python-bytecode,https://www.npmjs.com/package/jupyterlab-python-bytecode,16.0,,,,,,,,,,,,
258,PPExtensions,True,Set of iPython and Jupyter extensions to improve user..,https://github.com/paypal/PPExtensions,,jupyter-extensions,9,paypal/PPExtensions,ppextensions,,https://github.com/paypal/PPExtensions,2018-08-17 20:07:23.000,2019-11-22 13:46:43.000000,2018-12-07 00:05:33,26.0,16.0,22.0,49.0,32.0,,,,136.0,,1.0,1.0,9.0,https://pypi.org/project/ppextensions,136.0,,,,3.0,,,,,,,,,,,,,,,,,
259,Gruvbox Theme,True,Gruvbox dark theme for Jupyter Lab. Modeled on classic..,https://github.com/Rahlir/theme-gruvbox,,lab-themes,9,Rahlir/theme-gruvbox,,,https://github.com/Rahlir/theme-gruvbox,2019-05-03 20:34:01.000,2020-04-12 19:23:01.000000,2020-04-12 19:22:55,10.0,,,46.0,44.0,,,,150.0,,,,3.0,,,,,,3.0,,,@rahlir/theme-gruvbox,https://www.npmjs.com/package/@rahlir/theme-gruvbox,150.0,,,,,,,,,,,,
260,CAS Authenticator,True,CAS authenticator for Jupyterhub.,https://github.com/cwaldbieser/jhub_cas_authenticator,,hub-auth,9,cwaldbieser/jhub_cas_authenticator,jhub_cas_authenticator,,https://github.com/cwaldbieser/jhub_cas_authenticator,2017-09-17 19:17:08.000,2020-03-27 22:24:32.000000,2020-03-27 22:23:51,10.0,1.0,10.0,17.0,40.0,,,,283.0,,,,4.0,https://pypi.org/project/jhub_cas_authenticator,283.0,,,,3.0,GPL-3.0,,,,,,,,,,,,,,,,
261,Keberos Authenticator,True,A JupyterHub authenticator using Kerberos.,https://github.com/jupyterhub/kerberosauthenticator,,hub-auth,9,jupyterhub/kerberosauthenticator,jupyterhub-kerberosauthenticator,,https://github.com/jupyterhub/kerberosauthenticator,2019-04-17 18:01:36.000,2019-07-16 16:57:42.000000,2019-07-16 16:57:24,5.0,3.0,2.0,10.0,21.0,,,,240.0,,,,2.0,https://pypi.org/project/jupyterhub-kerberosauthenticator,240.0,,,,3.0,BSD-3-Clause,,,,,,,,,,,,,,,,
262,ipyaggrid,True,Jupyter widget - ag-grid in the notebook.,https://github.com/DGothrek/ipyaggrid,,widgets,9,DGothrek/ipyaggrid,ipyaggrid,,https://github.com/DGothrek/ipyaggrid,2019-05-06 04:24:26.000,2019-05-06 04:27:06.000000,2019-05-06 04:27:05,,6.0,,9.0,47.0,,,,3739.0,,,,2.0,https://pypi.org/project/ipyaggrid,2667.0,,,,3.0,MIT,,ipyaggrid,https://www.npmjs.com/package/ipyaggrid,1072.0,,,,,,,,,,,,
263,JupyterLab Spark,True,Spark Application UI extension for JupyterLab.,https://github.com/manuzhang/jupyterlab_spark,,lab-extensions,9,manuzhang/jupyterlab_spark,,,https://github.com/manuzhang/jupyterlab_spark,2019-04-20 06:31:59.000,2021-09-05 13:13:14.000000,2021-09-05 13:10:26,2.0,2.0,3.0,8.0,21.0,2021-09-05 06:59:55,0.4.0,,76.0,3.0,,,2.0,,,,,,3.0,Apache-2.0,,jupyterlab_spark,https://www.npmjs.com/package/jupyterlab_spark,76.0,,,,,,,,,,,,
264,Hash Authenticator,True,Authenticate users with passwords generated from their..,https://github.com/thedataincubator/jupyterhub-hashauthenticator,,hub-auth,9,thedataincubator/jupyterhub-hashauthenticator,jupyterhub-hashauthenticator,,https://github.com/thedataincubator/jupyterhub-hashauthenticator,2017-08-18 19:18:33.000,2021-03-09 21:34:23.000000,2021-03-09 21:34:14,3.0,,,4.0,40.0,,,,145.0,,,,3.0,https://pypi.org/project/jupyterhub-hashauthenticator,145.0,,,,3.0,BSD-3-Clause,,,,,,,,,,,,,,,,
265,JupyterLab,True,JupyterLab computational environment.,,,notebook-environments,9,jupyterlab/jupyterlab,jupyterlab,conda-forge/jupyterlab,,2016-06-28 14:07:29.294,2022-03-14 17:39:05.766000,,,,,,,,,,2131538.0,256.0,,,,https://pypi.org/project/jupyterlab,2056016.0,https://anaconda.org/conda-forge/jupyterlab,2022-03-14 17:39:05.766,5211051.0,3.0,,,,,,,,,,,-26.0,,,,,,
266,Jupyter Black,True,Black formatter for Jupyter Notebook.,https://github.com/drillan/jupyter-black,,jupyter-extensions,8,drillan/jupyter-black,,,https://github.com/drillan/jupyter-black,2018-08-10 05:21:02.000,2020-02-01 03:27:05.000000,2020-02-01 03:27:04,18.0,8.0,12.0,396.0,10.0,,,,,,,,2.0,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,,,,,,
267,jupyterlab-executor,True,JupyterLab extension to execute the scripts from the file browser.,https://github.com/gavincyi/jupyterlab-executor,,lab-extensions,8,gavincyi/jupyterlab-executor,jupyterlab-executor,,https://github.com/gavincyi/jupyterlab-executor,2020-12-29 15:51:54.000,2021-03-24 22:08:04.000000,2021-03-24 21:14:10,,,1.0,5.0,,2021-03-24 21:17:12,2021.1.6,3.0,132.0,3.0,,,2.0,https://pypi.org/project/jupyterlab-executor,110.0,,,,3.0,BSD-3-Clause,,@gavincyi/jupyterlab-executor,https://www.npmjs.com/package/@gavincyi/jupyterlab-executor,22.0,,,,,,,,,,,,
268,Jupter-Notebook-REST-API,True,Run your jupyter notebooks as a REST API endpoint...,https://github.com/Invictify/Jupter-Notebook-REST-API,,notebook-tools,7,Invictify/Jupter-Notebook-REST-API,,,https://github.com/Invictify/Jupter-Notebook-REST-API,2020-03-31 22:48:04.000,2022-01-21 20:17:30.000000,2020-03-31 23:00:06,5.0,,,40.0,2.0,,,,,,,,2.0,,,,,,3.0,MIT,,,,,,,,,,,,,,,,
269,ssh_ipykernel,True,A remote jupyter kernel via ssh.,https://github.com/bernhard-42/ssh_ipykernel,,kernels,7,bernhard-42/ssh_ipykernel,,,https://github.com/bernhard-42/ssh_ipykernel,2019-09-01 17:43:26.000,2022-01-22 03:41:06.000000,2021-06-28 15:17:55,2.0,,,7.0,81.0,,,,,,,,2.0,,,,,,3.0,MIT,,,,,,,,,,,,,,,,
270,Nord Theme,True,JupyterLab - Nord Theme.,https://github.com/kenshohara/theme-nord-extension,,lab-themes,6,kenshohara/theme-nord-extension,,,https://github.com/kenshohara/theme-nord-extension,2019-06-11 02:09:21.000,2020-09-20 09:11:33.000000,2020-09-20 09:10:43,1.0,1.0,4.0,23.0,13.0,,,,64.0,,,,,,,,,,3.0,,,@kenshohara/theme-nord-extension,https://www.npmjs.com/package/@kenshohara/theme-nord-extension,64.0,,,,,,,,,,,,
271,kernel-relay,True,kernel-relay is a GraphQL service for interfacing with..,https://github.com/nteract/kernel-relay,,kernels,6,nteract/kernel-relay,,,https://github.com/nteract/kernel-relay,2019-02-04 21:12:54.000,2022-02-12 07:50:55.000000,2019-07-10 04:14:14,5.0,10.0,2.0,10.0,12.0,,,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,
272,jupyterterminals,True,Jupyter plugin to support inline terminal shells along with..,https://github.com/willkessler/jupyterterminals,,jupyter-extensions,6,willkessler/jupyterterminals,,,https://github.com/willkessler/jupyterterminals,2020-03-08 16:36:18.000,2021-08-12 05:10:14.000000,2021-05-17 04:32:02,2.0,,1.0,8.0,47.0,,,,,,1.0,1.0,2.0,,,,,,3.0,MIT,,,,,,,,,,,,,,,,
273,SSH Authenticator,True,A simple SSH authenticator for JupyterHub.,https://github.com/andreas-h/sshauthenticator,,hub-auth,6,andreas-h/sshauthenticator,,,https://github.com/andreas-h/sshauthenticator,2019-09-03 10:20:22.000,2019-09-03 15:17:32.000000,2019-09-03 15:17:07,1.0,,,5.0,4.0,,,,,,,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,,,,,,
274,nb_black,True,A simple extension for Jupyter Notebook and Jupyter Lab to beautify Python code automatically using Black.,,,magic,6,,nb_black,conda-forge/nb_black,,2019-05-02 16:13:43.498,2019-11-30 11:30:08.595000,,,,,,,,,,42016.0,4.0,,,,https://pypi.org/project/nb_black,40099.0,https://anaconda.org/conda-forge/nb_black,2019-11-30 11:30:08.595,65178.0,3.0,,,,,,,,,,,,,,,,,
